"","Gene","Event","No_of_Events","Sample"
"7233","CTPS2","AF",3,"Mouse"
"7234","CTPS2","AL",2,"Mouse"
"7235","CTR9","AF",1,"Mouse"
"7236","CTSA","AF",3,"Mouse"
"7237","CTSA","AL",1,"Mouse"
"7238","CTSB","AF",1,"Mouse"
"7239","CTSB","AL",2,"Mouse"
"7240","CTSC","AF",1,"Mouse"
"7241","CTSC","AL",1,"Mouse"
"7242","CTSH","AF",1,"Mouse"
"7243","CTSZ","AL",1,"Mouse"
"7244","CTTN","AF",2,"Mouse"
"7245","CTTNBP2","AF",1,"Mouse"
"7246","CTTNBP2","AL",1,"Mouse"
"7247","CTTNBP2NL","AF",1,"Mouse"
"7248","CTU2","AF",1,"Mouse"
"7249","CTU2","AL",1,"Mouse"
"7250","CTXN1","AL",1,"Mouse"
"7251","CTXN2","AF",1,"Mouse"
"7252","CTXN3","AL",1,"Mouse"
"7253","CUEDC2","AF",2,"Mouse"
"7254","CUL1","AF",7,"Mouse"
"7255","CUL1","AL",3,"Mouse"
"7256","CUL2","AF",2,"Mouse"
"7257","CUL2","AL",1,"Mouse"
"7258","CUL3","AF",1,"Mouse"
"7259","CUL4A","AF",2,"Mouse"
"7260","CUL4A","AL",1,"Mouse"
"7261","CUL4B","AF",1,"Mouse"
"7262","CUL9","AL",1,"Mouse"
"7263","CUTA","AF",2,"Mouse"
"7264","CUTA","AL",1,"Mouse"
"7265","CUX1","AF",1,"Mouse"
"7266","CUX1","AL",3,"Mouse"
"7267","CUX2","AF",2,"Mouse"
"7268","CUX2","AL",1,"Mouse"
"7269","CWC15","AF",2,"Mouse"
"7270","CWC15","AL",2,"Mouse"
"7271","CWC22","AL",1,"Mouse"
"7272","CWC25","AL",1,"Mouse"
"7273","CWC27","AF",1,"Mouse"
"7274","CWF19L2","AF",1,"Mouse"
"7275","CWF19L2","AL",1,"Mouse"
"7276","CX3CL1","AF",1,"Mouse"
"7277","CX3CL1","AL",1,"Mouse"
"7278","CXADR","AF",1,"Mouse"
"7279","CXADR","AL",1,"Mouse"
"7280","CXCL12","AF",1,"Mouse"
"7281","CXCL12","AL",1,"Mouse"
"7282","CXCL14","AF",2,"Mouse"
"7283","CXCL14","AL",2,"Mouse"
"7284","CXXC1","AF",2,"Mouse"
"7285","CXXC4","AF",1,"Mouse"
"7286","CXXC4","AL",1,"Mouse"
"7287","CXXC5","AF",1,"Mouse"
"7288","CYB561A3","AL",1,"Mouse"
"7289","CYB561D1","AF",2,"Mouse"
"7290","CYB561D2","AF",1,"Mouse"
"7291","CYB5A","AF",1,"Mouse"
"7292","CYB5A","AL",1,"Mouse"
"7293","CYB5B","AF",2,"Mouse"
"7294","CYB5D2","AF",1,"Mouse"
"7295","CYB5R1","AF",2,"Mouse"
"7296","CYB5R4","AF",1,"Mouse"
"7297","CYB5R4","AL",1,"Mouse"
"7298","CYB5R4_RIPPLY2","AF",1,"Mouse"
"7299","CYB5RL","AF",1,"Mouse"
"7300","CYB5RL","AL",1,"Mouse"
"7301","CYBC1","AF",2,"Mouse"
"7302","CYC1","AF",2,"Mouse"
"7303","CYC1","AL",1,"Mouse"
"7304","CYCS","AF",1,"Mouse"
"7305","CYFIP1","AF",2,"Mouse"
"7306","CYFIP1","AL",1,"Mouse"
"7307","CYFIP2","AF",4,"Mouse"
"7308","CYFIP2","AL",1,"Mouse"
"7309","CYGB","AL",1,"Mouse"
"7310","CYHR1","AF",4,"Mouse"
"7311","CYHR1","AL",2,"Mouse"
"7312","CYLD","AF",4,"Mouse"
"7313","CYLD","AL",3,"Mouse"
"7314","CYP20A1","AF",1,"Mouse"
"7315","CYP2D22","AF",1,"Mouse"
"7316","CYP2J9","AL",3,"Mouse"
"7317","CYP2S1","AF",1,"Mouse"
"7318","CYP2U1","AL",2,"Mouse"
"7319","CYP46A1","AF",1,"Mouse"
"7320","CYP4F13","AL",1,"Mouse"
"7321","CYP4F14","AF",3,"Mouse"
"7322","CYP4F15","AF",1,"Mouse"
"7323","CYP4F16","AF",1,"Mouse"
"7324","CYP4V3","AF",1,"Mouse"
"7325","CYP7B1","AF",1,"Mouse"
"7326","CYREN","AF",2,"Mouse"
"7327","CYREN","AL",1,"Mouse"
"7328","CYS1","AL",2,"Mouse"
"7329","CYSTM1","AF",1,"Mouse"
"7330","CYSTM1","AL",1,"Mouse"
"7331","CYTH1","AF",4,"Mouse"
"7332","CYTH1","AL",1,"Mouse"
"7333","CYTH3","AF",2,"Mouse"
"7334","CYTH4","AF",1,"Mouse"
"7335","CYTH4","AL",2,"Mouse"
"7336","CYYR1","AL",1,"Mouse"
"7337","CZIB","AF",2,"Mouse"
"7338","CZIB","AL",1,"Mouse"
"7339","D030028A08RIK","AF",2,"Mouse"
"7340","D030028A08RIK","AL",1,"Mouse"
"7341","D10WSU102E","AF",1,"Mouse"
"7342","D130040H23RIK","AF",1,"Mouse"
"7343","D130040H23RIK","AL",1,"Mouse"
"7344","D130043K22RIK","AF",1,"Mouse"
"7345","D130043K22RIK","AL",1,"Mouse"
"7346","D16ERTD472E","AF",3,"Mouse"
"7347","D1ERTD622E","AF",4,"Mouse"
"7348","D230017M19RIK","AF",1,"Mouse"
"7349","D2HGDH","AF",3,"Mouse"
"7350","D2HGDH","AL",2,"Mouse"
"7351","D3ERTD254E","AF",1,"Mouse"
"7352","D3ERTD751E","AF",1,"Mouse"
"7353","D430019H16RIK","AF",1,"Mouse"
"7354","D430020J02RIK","AF",1,"Mouse"
"7355","D430036J16RIK","AF",1,"Mouse"
"7356","D430041D05RIK","AF",1,"Mouse"
"7357","D5ERTD579E","AL",2,"Mouse"
"7358","D630023F18RIK","AL",1,"Mouse"
"7359","D630045J12RIK","AL",1,"Mouse"
"7360","DAAM1","AF",2,"Mouse"
"7361","DAAM1","AL",3,"Mouse"
"7362","DAAM2","AF",1,"Mouse"
"7363","DAB1","AF",4,"Mouse"
"7364","DAB1","AL",2,"Mouse"
"7365","DAB2","AL",1,"Mouse"
"7366","DAB2IP","AF",8,"Mouse"
"7367","DACT1","AF",1,"Mouse"
"7368","DACT2","AF",1,"Mouse"
"7369","DAG1","AF",3,"Mouse"
"7370","DAGLA","AF",1,"Mouse"
"7371","DAGLB","AF",3,"Mouse"
"7372","DAGLB","AL",2,"Mouse"
"7373","DALRD3","AF",2,"Mouse"
"7374","DAP3","AF",1,"Mouse"
"7375","DAPK1","AF",2,"Mouse"
"7376","DAPK1","AL",1,"Mouse"
"7377","DAPK3","AF",5,"Mouse"
"7378","DAPK3","AL",1,"Mouse"
"7379","DARS2","AF",1,"Mouse"
"7380","DAXX","AF",1,"Mouse"
"7381","DAZAP1","AF",1,"Mouse"
"7382","DAZAP2","AF",3,"Mouse"
"7383","DBI","AF",2,"Mouse"
"7384","DBN1","AF",1,"Mouse"
"7385","DBN1","AL",1,"Mouse"
"7386","DBNDD2","AF",4,"Mouse"
"7387","DBNDD2","AL",1,"Mouse"
"7388","DBNL","AL",1,"Mouse"
"7389","DBNL_UBE2D-PS","AL",1,"Mouse"
"7390","DBP","AF",4,"Mouse"
"7391","DBT","AF",1,"Mouse"
"7392","DBX2","AF",1,"Mouse"
"7393","DCAF11","AF",7,"Mouse"
"7394","DCAF12","AF",1,"Mouse"
"7395","DCAF12","AL",1,"Mouse"
"7396","DCAF12L1","AF",1,"Mouse"
"7397","DCAF15","AF",1,"Mouse"
"7398","DCAF15","AL",1,"Mouse"
"7399","DCAF17","AF",1,"Mouse"
"7400","DCAF17","AL",2,"Mouse"
"7401","DCAF4","AF",1,"Mouse"
"7402","DCAF5","AF",1,"Mouse"
"7403","DCAF7","AF",1,"Mouse"
"7404","DCAF8","AF",3,"Mouse"
"7405","DCAF8","AL",2,"Mouse"
"7406","DCAKD","AF",1,"Mouse"
"7407","DCAKD","AL",1,"Mouse"
"7408","DCDC2A","AF",1,"Mouse"
"7409","DCLK1","AF",9,"Mouse"
"7410","DCLK1","AL",5,"Mouse"
"7411","DCLK2","AF",2,"Mouse"
"7412","DCLK2","AL",1,"Mouse"
"7413","DCLRE1A","AF",1,"Mouse"
"7414","DCLRE1C","AF",1,"Mouse"
"7415","DCN","AF",1,"Mouse"
"7416","DCP1A","AF",1,"Mouse"
"7417","DCP1B","AL",1,"Mouse"
"7418","DCTN1","AF",6,"Mouse"
"7419","DCTN2","AF",1,"Mouse"
"7420","DCTN2","AL",1,"Mouse"
"7421","DCTN3","AF",1,"Mouse"
"7422","DCTN3","AL",2,"Mouse"
"7423","DCTN4","AL",1,"Mouse"
"7424","DCTN5","AF",1,"Mouse"
"7425","DCTN6","AF",1,"Mouse"
"7426","DCUN1D2","AL",1,"Mouse"
"7427","DCUN1D3","AF",2,"Mouse"
"7428","DCUN1D4","AF",4,"Mouse"
"7429","DCUN1D5","AF",1,"Mouse"
"7430","DCUN1D5","AL",1,"Mouse"
"7431","DCX","AF",1,"Mouse"
"7432","DCX","AL",1,"Mouse"
"7433","DDA1","AF",2,"Mouse"
"7434","DDA1","AL",2,"Mouse"
"7435","DDAH2","AF",4,"Mouse"
"7436","DDB1","AF",2,"Mouse"
"7437","DDHD2","AF",3,"Mouse"
"7438","DDHD2","AL",2,"Mouse"
"7439","DDI2","AL",1,"Mouse"
"7440","DDIT3","AF",1,"Mouse"
"7441","DDO","AF",1,"Mouse"
"7442","DDO","AL",4,"Mouse"
"7443","DDR1","AF",6,"Mouse"
"7444","DDRGK1","AF",3,"Mouse"
"7445","DDX17","AF",1,"Mouse"
"7446","DDX18","AF",1,"Mouse"
"7447","DDX19A","AL",1,"Mouse"
"7448","DDX23","AL",1,"Mouse"
"7449","DDX24","AF",3,"Mouse"
"7450","DDX24","AL",1,"Mouse"
"7451","DDX25","AF",2,"Mouse"
"7452","DDX27","AL",1,"Mouse"
"7453","DDX39B","AF",1,"Mouse"
"7454","DDX41","AF",1,"Mouse"
"7455","DDX5","AF",3,"Mouse"
"7456","DDX5","AL",2,"Mouse"
"7457","DDX50","AF",1,"Mouse"
"7458","DDX54","AL",1,"Mouse"
"7459","DDX55","AF",1,"Mouse"
"7460","DDX55","AL",2,"Mouse"
"7461","DDX56","AF",1,"Mouse"
"7462","DDX59","AF",1,"Mouse"
"7463","DDX59","AL",1,"Mouse"
"7464","DDX6","AF",2,"Mouse"
"7465","DDX6","AL",2,"Mouse"
"7466","DEAF1","AF",1,"Mouse"
"7467","DEAF1","AL",1,"Mouse"
"7468","DECR2","AF",3,"Mouse"
"7469","DEDD","AF",3,"Mouse"
"7470","DEDD","AL",1,"Mouse"
"7471","DEDD2","AF",1,"Mouse"
"7472","DEF8","AF",2,"Mouse"
"7473","DEGS1","AF",2,"Mouse"
"7474","DEGS1","AL",1,"Mouse"
"7475","DEGS2","AL",2,"Mouse"
"7476","DEK","AF",1,"Mouse"
"7477","DEK","AL",1,"Mouse"
"7478","DENND3","AF",1,"Mouse"
"7479","DENND4A","AF",1,"Mouse"
"7480","DENND4A","AL",1,"Mouse"
"7481","DENND4B","AF",5,"Mouse"
"7482","DENND4C","AF",1,"Mouse"
"7483","DENND6A","AL",1,"Mouse"
"7484","DENR","AL",3,"Mouse"
"7485","DEPDC5","AF",3,"Mouse"
"7486","DEPDC5","AL",1,"Mouse"
"7487","DERL1","AL",1,"Mouse"
"7488","DERL2","AF",1,"Mouse"
"7489","DESI2","AF",1,"Mouse"
"7490","DET1","AL",1,"Mouse"
"7491","DEXI","AL",1,"Mouse"
"7492","DGAT2","AF",1,"Mouse"
"7493","DGCR2","AF",1,"Mouse"
"7494","DGCR2","AL",2,"Mouse"
"7495","DGCR6","AF",2,"Mouse"
"7496","DGCR6","AL",2,"Mouse"
"7497","DGCR8","AF",1,"Mouse"
"7498","DGKA","AF",1,"Mouse"
"7499","DGKB","AF",2,"Mouse"
"7500","DGKD","AF",1,"Mouse"
"7501","DGKD","AL",1,"Mouse"
"7502","DGKE","AL",1,"Mouse"
"7503","DGKG","AL",1,"Mouse"
"7504","DGKH","AF",3,"Mouse"
"7505","DGKI","AL",2,"Mouse"
"7506","DGKZ","AF",4,"Mouse"
"7507","DGLUCY","AF",3,"Mouse"
"7508","DHCR7","AF",4,"Mouse"
"7509","DHDDS","AF",1,"Mouse"
"7510","DHFR","AF",1,"Mouse"
"7511","DHODH","AF",1,"Mouse"
"7512","DHRS1","AF",1,"Mouse"
"7513","DHRS1","AL",1,"Mouse"
"7514","DHRS4","AF",2,"Mouse"
"7515","DHRS4","AL",1,"Mouse"
"7516","DHRS7B","AF",1,"Mouse"
"7517","DHRS7B","AL",1,"Mouse"
"7518","DHX30","AF",4,"Mouse"
"7519","DHX30","AL",1,"Mouse"
"7520","DHX32","AF",3,"Mouse"
"7521","DHX33","AL",1,"Mouse"
"7522","DHX34","AF",2,"Mouse"
"7523","DHX36","AF",2,"Mouse"
"7524","DHX36","AL",1,"Mouse"
"7525","DHX9","AL",1,"Mouse"
"7526","DIABLO","AF",1,"Mouse"
"7527","DIABLO","AL",2,"Mouse"
"7528","DIAPH1","AF",1,"Mouse"
"7529","DIAPH1","AL",1,"Mouse"
"7530","DIAPH2","AF",2,"Mouse"
"7531","DIAPH2","AL",1,"Mouse"
"7532","DICER1","AF",1,"Mouse"
"7533","DICER1","AL",1,"Mouse"
"7534","DIDO1","AF",2,"Mouse"
"7535","DIDO1","AL",2,"Mouse"
"7536","DIMT1","AF",1,"Mouse"
"7537","DIMT1","AL",1,"Mouse"
"7538","DIO2","AF",1,"Mouse"
"7539","DIP2A","AF",2,"Mouse"
"7540","DIP2B","AF",2,"Mouse"
"7541","DIP2B","AL",2,"Mouse"
"7542","DIPK1B","AF",2,"Mouse"
"7543","DIPK1C","AF",1,"Mouse"
"7544","DIPK1C","AL",1,"Mouse"
"7545","DIRAS1","AF",1,"Mouse"
"7546","DIRAS2","AF",2,"Mouse"
"7547","DIS3L","AF",2,"Mouse"
"7548","DIS3L2","AF",1,"Mouse"
"7549","DISP2","AF",2,"Mouse"
"7550","DISP2","AL",1,"Mouse"
"7551","DISP3","AL",1,"Mouse"
"7552","DIXDC1","AF",1,"Mouse"
"7553","DKC1","AF",1,"Mouse"
"7554","DKC1","AL",1,"Mouse"
"7555","DKK3","AF",2,"Mouse"
"7556","DKK3","AL",1,"Mouse"
"7557","DLC1","AL",1,"Mouse"
"7558","DLD","AL",1,"Mouse"
"7559","DLG1","AF",14,"Mouse"
"7560","DLG1","AL",1,"Mouse"
"7561","DLG2","AF",3,"Mouse"
"7562","DLG2","AL",2,"Mouse"
"7563","DLG3","AF",4,"Mouse"
"7564","DLG4","AF",2,"Mouse"
"7565","DLG5","AF",1,"Mouse"
"7566","DLGAP1","AF",18,"Mouse"
"7567","DLGAP1","AL",10,"Mouse"
"7568","DLGAP2","AF",3,"Mouse"
"7569","DLGAP2","AL",1,"Mouse"
"7570","DLGAP3","AF",8,"Mouse"
"7571","DLGAP4","AF",7,"Mouse"
"7572","DLGAP4","AL",2,"Mouse"
"7573","DLK2","AF",2,"Mouse"
"7574","DLL1","AF",1,"Mouse"
"7575","DLL4","AF",1,"Mouse"
"7576","DLL4","AL",1,"Mouse"
"7577","DLST","AL",1,"Mouse"
"7578","DLX1","AF",2,"Mouse"
"7579","DLX1AS","AL",2,"Mouse"
"7580","DLX6OS1","AF",2,"Mouse"
"7581","DMAC2","AF",1,"Mouse"
"7582","DMAP1","AF",2,"Mouse"
"7583","DMD","AF",3,"Mouse"
"7584","DMD","AL",4,"Mouse"
"7585","DMRTA2","AF",1,"Mouse"
"7586","DMRTA2","AL",1,"Mouse"
"7587","DMRTC1A","AL",1,"Mouse"
"7588","DMTN","AF",3,"Mouse"
"7589","DMXL1","AF",1,"Mouse"
"7590","DMXL2","AF",3,"Mouse"
"7591","DMXL2","AL",1,"Mouse"
"7592","DNAH1","AF",4,"Mouse"
"7593","DNAH1","AL",1,"Mouse"
"7594","DNAJA1","AF",2,"Mouse"
"7595","DNAJA1","AL",2,"Mouse"
"7596","DNAJA2","AF",1,"Mouse"
"7597","DNAJA4","AF",1,"Mouse"
"7598","DNAJB1","AF",1,"Mouse"
"7599","DNAJB1","AL",1,"Mouse"
"7600","DNAJB12","AF",2,"Mouse"
"7601","DNAJB14","AF",1,"Mouse"
"7602","DNAJB14","AL",1,"Mouse"
"7603","DNAJB2","AF",5,"Mouse"
"7604","DNAJB4","AF",1,"Mouse"
"7605","DNAJB5","AF",3,"Mouse"
"7606","DNAJB5","AL",1,"Mouse"
"7607","DNAJB6","AL",2,"Mouse"
"7608","DNAJC10","AF",1,"Mouse"
"7609","DNAJC10","AL",1,"Mouse"
"7610","DNAJC11","AL",1,"Mouse"
"7611","DNAJC12","AF",1,"Mouse"
"7612","DNAJC12","AL",1,"Mouse"
"7613","DNAJC14","AF",2,"Mouse"
"7614","DNAJC14","AL",1,"Mouse"
"7615","DNAJC14_SARNP","AF",1,"Mouse"
"7616","DNAJC19","AL",1,"Mouse"
"7617","DNAJC25","AF",1,"Mouse"
"7618","DNAJC27","AF",3,"Mouse"
"7619","DNAJC28","AF",1,"Mouse"
"7620","DNAJC4","AF",2,"Mouse"
"7621","DNAJC5","AF",3,"Mouse"
"7622","DNAJC5","AL",2,"Mouse"
"7623","DNAJC6","AF",5,"Mouse"
"7624","DNAJC6","AL",3,"Mouse"
"7625","DNAJC7","AF",1,"Mouse"
"7626","DNAJC7","AL",1,"Mouse"
"7627","DNAJC9","AF",1,"Mouse"
"7628","DNAL1","AF",1,"Mouse"
"7629","DNAL1","AL",2,"Mouse"
"7630","DNAL4","AF",1,"Mouse"
"7631","DNAL4","AL",2,"Mouse"
"7632","DNER","AL",1,"Mouse"
"7633","DNLZ","AF",1,"Mouse"
"7634","DNM1","AF",5,"Mouse"
"7635","DNM1","AL",4,"Mouse"
"7636","DNM1L","AF",3,"Mouse"
"7637","DNM2","AF",4,"Mouse"
"7638","DNM2","AL",3,"Mouse"
"7639","DNM3","AF",1,"Mouse"
"7640","DNM3","AL",1,"Mouse"
"7641","DNMBP","AF",2,"Mouse"
"7642","DNMT1","AF",1,"Mouse"
"7643","DNMT3A","AF",1,"Mouse"
"7644","DNMT3A","AL",1,"Mouse"
"7645","DNPEP","AF",3,"Mouse"
"7646","DNPEP","AL",1,"Mouse"
"7647","DNTTIP1","AL",1,"Mouse"
"7648","DOC2A","AF",7,"Mouse"
"7649","DOCK1","AL",2,"Mouse"
"7650","DOCK10","AF",2,"Mouse"
"7651","DOCK10","AL",1,"Mouse"
"7652","DOCK2","AF",1,"Mouse"
"7653","DOCK2","AL",1,"Mouse"
"7654","DOCK3","AF",3,"Mouse"
"7655","DOCK3","AL",5,"Mouse"
"7656","DOCK4","AF",5,"Mouse"
"7657","DOCK4","AL",5,"Mouse"
"7658","DOCK6","AF",1,"Mouse"
"7659","DOCK6","AL",1,"Mouse"
"7660","DOCK7","AL",1,"Mouse"
"7661","DOCK9","AF",3,"Mouse"
"7662","DOCK9","AL",2,"Mouse"
"7663","DOHH","AF",2,"Mouse"
"7664","DOK3_DDX41","AF",1,"Mouse"
"7665","DOK4","AF",1,"Mouse"
"7666","DOK5","AF",1,"Mouse"
"7667","DOK7","AF",4,"Mouse"
"7668","DOK7","AL",1,"Mouse"
"7669","DOLPP1","AF",2,"Mouse"
"7670","DOP1A","AF",2,"Mouse"
"7671","DOP1A","AL",1,"Mouse"
"7672","DOP1B","AF",2,"Mouse"
"7673","DPF1","AF",7,"Mouse"
"7674","DPF1","AL",1,"Mouse"
"7675","DPF2","AF",2,"Mouse"
"7676","DPF3","AF",1,"Mouse"
"7677","DPF3","AL",1,"Mouse"
"7678","DPM1","AF",1,"Mouse"
"7679","DPM2","AF",2,"Mouse"
"7680","DPP10","AF",2,"Mouse"
"7681","DPP4","AF",1,"Mouse"
"7682","DPP7","AF",2,"Mouse"
"7683","DPP8","AF",3,"Mouse"
"7684","DPP8","AL",1,"Mouse"
"7685","DPP9","AF",3,"Mouse"
"7686","DPY19L1","AF",1,"Mouse"
"7687","DPY19L1","AL",1,"Mouse"
"7688","DPY30","AF",1,"Mouse"
"7689","DPYD","AL",2,"Mouse"
"7690","DPYSL3","AF",1,"Mouse"
"7691","DPYSL4","AF",2,"Mouse"
"7692","DPYSL4","AL",1,"Mouse"
"7693","DRAM2","AF",1,"Mouse"
"7694","DRAM2","AL",1,"Mouse"
"7695","DRAP1","AF",1,"Mouse"
"7696","DRAP1","AL",1,"Mouse"
"7697","DRC1","AF",2,"Mouse"
"7698","DRC1","AL",1,"Mouse"
"7699","DRD1","AF",2,"Mouse"
"7700","DRD1","AL",1,"Mouse"
"7701","DRG1","AF",1,"Mouse"
"7702","DROSHA","AL",1,"Mouse"
"7703","DRP2","AF",1,"Mouse"
"7704","DRP2","AL",1,"Mouse"
"7705","DSCAM","AF",1,"Mouse"
"7706","DSCAML1","AF",1,"Mouse"
"7707","DSCAML1","AL",1,"Mouse"
"7708","DSEL","AF",1,"Mouse"
"7709","DSN1_GM14276","AF",1,"Mouse"
"7710","DST","AF",4,"Mouse"
"7711","DST","AL",3,"Mouse"
"7712","DSTN","AF",1,"Mouse"
"7713","DTD1","AF",1,"Mouse"
"7714","DTD1","AL",1,"Mouse"
"7715","DTD2","AF",2,"Mouse"
"7716","DTNA","AF",10,"Mouse"
"7717","DTNA","AL",6,"Mouse"
"7718","DTNB","AF",1,"Mouse"
"7719","DTNB","AL",2,"Mouse"
"7720","DTNBP1","AF",2,"Mouse"
"7721","DTNBP1","AL",3,"Mouse"
"7722","DTX1","AF",4,"Mouse"
"7723","DTX3","AF",3,"Mouse"
"7724","DTX3","AL",1,"Mouse"
"7725","DTX4","AF",1,"Mouse"
"7726","DTX4","AL",1,"Mouse"
"7727","DUS1L","AF",2,"Mouse"
"7728","DUS3L","AF",1,"Mouse"
"7729","DUSP1","AF",2,"Mouse"
"7730","DUSP1","AL",1,"Mouse"
"7731","DUSP14","AF",2,"Mouse"
"7732","DUSP15","AL",2,"Mouse"
"7733","DUSP19","AF",1,"Mouse"
"7734","DUSP19","AL",1,"Mouse"
"7735","DUSP22","AF",1,"Mouse"
"7736","DUSP26","AF",3,"Mouse"
"7737","DUSP26","AL",1,"Mouse"
"7738","DUSP4","AF",1,"Mouse"
"7739","DUSP6","AF",1,"Mouse"
"7740","DUSP7","AF",1,"Mouse"
"7741","DUSP8","AF",3,"Mouse"
"7742","DUT","AF",1,"Mouse"
"7743","DUT","AL",1,"Mouse"
"7744","DVL1","AF",3,"Mouse"
"7745","DVL3","AF",3,"Mouse"
"7746","DVL3","AL",1,"Mouse"
"7747","DXO","AF",2,"Mouse"
"7748","DYM","AF",1,"Mouse"
"7749","DYM","AL",1,"Mouse"
"7750","DYNC1H1","AF",1,"Mouse"
"7751","DYNC1I1","AF",5,"Mouse"
"7752","DYNC1I1","AL",2,"Mouse"
"7753","DYNC1I2","AF",5,"Mouse"
"7754","DYNC1I2","AL",1,"Mouse"
"7755","DYNC1LI1","AF",1,"Mouse"
"7756","DYNC1LI2","AF",3,"Mouse"
"7757","DYNC2H1","AF",2,"Mouse"
"7758","DYNC2H1","AL",2,"Mouse"
"7759","DYNLL1","AF",3,"Mouse"
"7760","DYNLL1","AL",1,"Mouse"
"7761","DYNLL2","AL",1,"Mouse"
"7762","DYNLRB1","AF",1,"Mouse"
"7763","DYNLT1C","AL",1,"Mouse"
"7764","DYRK1A","AF",2,"Mouse"
"7765","DYRK1A","AL",1,"Mouse"
"7766","DYRK1B","AF",1,"Mouse"
"7767","DYRK1B","AL",1,"Mouse"
"7768","DYRK2","AF",1,"Mouse"
"7769","DZANK1","AL",1,"Mouse"
"7770","DZIP1","AF",1,"Mouse"
"7771","DZIP1","AL",1,"Mouse"
"7772","DZIP1L","AF",1,"Mouse"
"7773","DZIP3","AL",1,"Mouse"
"7774","E030013I19RIK","AF",1,"Mouse"
"7775","E130114P18RIK","AF",1,"Mouse"
"7776","E130307A14RIK","AL",2,"Mouse"
"7777","E130309D02RIK","AF",1,"Mouse"
"7778","E2F1","AF",1,"Mouse"
"7779","E2F3","AF",1,"Mouse"
"7780","E2F6","AF",1,"Mouse"
"7781","E2F6","AL",1,"Mouse"
"7782","E430018J23RIK","AF",1,"Mouse"
"7783","E4F1","AL",1,"Mouse"
"7784","EAPP","AF",1,"Mouse"
"7785","EAPP","AL",2,"Mouse"
"7786","EBAG9","AF",1,"Mouse"
"7787","EBAG9","AL",1,"Mouse"
"7788","EBNA1BP2","AF",2,"Mouse"
"7789","EBNA1BP2","AL",1,"Mouse"
"7790","EBPL","AL",1,"Mouse"
"7791","ECE1","AF",3,"Mouse"
"7792","ECE2","AF",2,"Mouse"
"7793","ECE2","AL",2,"Mouse"
"7794","ECEL1","AF",2,"Mouse"
"7795","ECHDC1","AF",2,"Mouse"
"7796","ECHDC2","AF",1,"Mouse"
"7797","ECI1","AF",1,"Mouse"
"7798","ECI1","AL",1,"Mouse"
"7799","ECI2","AF",2,"Mouse"
"7800","ECI2","AL",1,"Mouse"
"7801","ECPAS","AF",2,"Mouse"
"7802","EDC3","AF",1,"Mouse"
"7803","EDC4","AF",2,"Mouse"
"7804","EDC4","AL",1,"Mouse"
"7805","EDEM2","AF",1,"Mouse"
"7806","EDEM3","AF",1,"Mouse"
"7807","EDEM3","AL",1,"Mouse"
"7808","EDF1","AF",1,"Mouse"
"7809","EDF1","AL",1,"Mouse"
"7810","EDIL3","AF",3,"Mouse"
"7811","EDIL3","AL",4,"Mouse"
"7812","EDNRB","AF",2,"Mouse"
"7813","EDNRB","AL",1,"Mouse"
"7814","EDRF1","AL",1,"Mouse"
"7815","EEF1A1","AF",1,"Mouse"
"7816","EEF1A2","AL",2,"Mouse"
"7817","EEF1AKMT2","AL",1,"Mouse"
"7818","EEF1AKNMT","AL",1,"Mouse"
"7819","EEF1B2","AF",1,"Mouse"
"7820","EEF1B2","AL",1,"Mouse"
"7821","EEF1D","AF",1,"Mouse"
"7822","EEF1G","AF",1,"Mouse"
"7823","EEF1G","AL",1,"Mouse"
"7824","EEF2","AF",1,"Mouse"
"7825","EEF2K","AF",2,"Mouse"
"7826","EEFSEC","AF",1,"Mouse"
"7827","EEPD1","AF",1,"Mouse"
"7828","EEPD1","AL",1,"Mouse"
"7829","EFCAB10","AF",1,"Mouse"
"7830","EFCAB14","AF",1,"Mouse"
"7831","EFCAB14","AL",1,"Mouse"
"7832","EFCAB2","AF",1,"Mouse"
"7833","EFCAB2","AL",1,"Mouse"
"7834","EFCC1","AF",3,"Mouse"
"7835","EFEMP2","AF",2,"Mouse"
"7836","EFHD1","AF",1,"Mouse"
"7837","EFNA2","AF",1,"Mouse"
"7838","EFNA2","AL",1,"Mouse"
"7839","EFNA3","AF",3,"Mouse"
"7840","EFNB3","AF",2,"Mouse"
"7841","EFNB3","AL",1,"Mouse"
"7842","EFR3A","AF",1,"Mouse"
"7843","EFR3A","AL",3,"Mouse"
"7844","EFR3B","AF",4,"Mouse"
"7845","EGFL7","AF",4,"Mouse"
"7846","EGFR","AF",1,"Mouse"
"7847","EGFR","AL",1,"Mouse"
"7848","EGLN2","AF",1,"Mouse"
"7849","EGR3","AF",2,"Mouse"
"7850","EGR4","AL",1,"Mouse"
"7851","EHBP1","AF",1,"Mouse"
"7852","EHBP1L1","AF",2,"Mouse"
"7853","EHD1","AF",1,"Mouse"
"7854","EHD1","AL",1,"Mouse"
"7855","EHD3","AF",2,"Mouse"
"7856","EHD3","AL",1,"Mouse"
"7857","EHD4","AL",1,"Mouse"
"7858","EHMT2","AF",3,"Mouse"
"7859","EI24","AF",1,"Mouse"
"7860","EIF1","AF",2,"Mouse"
"7861","EIF1AX","AL",1,"Mouse"
"7862","EIF2A","AF",1,"Mouse"
"7863","EIF2AK4","AL",1,"Mouse"
"7864","EIF2B3","AF",1,"Mouse"
"7865","EIF2B3","AL",1,"Mouse"
