,associated_gene,Adult,Fetal,Adult_TPM,Fetal_TPM,diff
1940,TBRG4,2.11058971029925,NA,129,NA,NA
1941,TCEA2,2.60314437262018,2.0899051114394,401,123,278
1942,TCEAL4,1.89209460269048,NA,78,NA,NA
1943,TCF25,2.48429983934679,NA,305,NA,NA
1944,TCF4,NA,2.77887447200274,NA,601,NA
1945,TCP1,NA,2.46686762035411,NA,293,NA
1946,TDG,1.17609125905568,1.91381385238372,15,82,67
1947,TDP2,1.75587485567249,NA,57,NA,NA
1948,TDRKH,1.73239375982297,1.91381385238372,54,82,28
1949,TECR,NA,1.82607480270083,NA,67,NA
1950,TEDC2,NA,1.61278385671974,NA,41,NA
1951,TEKT2,NA,1,NA,10,NA
1952,TEN1-CDK3,NA,2.10720996964787,NA,128,NA
1953,TENT2,1.07918124604762,NA,12,NA,NA
1954,TEPSIN,NA,1.85733249643127,NA,72,NA
1955,TERF2IP,NA,3.31026836663245,NA,2043,NA
1956,TES,NA,1.55630250076729,NA,36,NA
1957,TEX2,1.70757017609794,1.41497334797082,51,26,25
1958,TEX261,1.47712125471966,NA,30,NA,NA
1959,TEX9,NA,1,NA,10,NA
1960,TF,2.8819549713396,NA,762,NA,NA
1961,TFG,2.0899051114394,NA,123,NA,NA
1962,TGFBR3L,1.65321251377534,NA,45,NA,NA
1963,THEM6,2.13033376849501,2.01283722470517,135,103,32
1964,THOC2,NA,1.85733249643127,NA,72,NA
1965,THOC6,1.43136376415899,1.70757017609794,27,51,24
1966,THUMPD2,NA,1.61278385671974,NA,41,NA
1967,THY1,3.10687054447865,NA,1279,NA,NA
1968,THYN1,2.13672056715641,2.03342375548695,137,108,28.9999999999999
1969,TIMM21,1.68124123737559,1.82607480270083,48,67,19
1970,TIMMDC1,NA,1.85733249643127,NA,72,NA
1971,TLE2,1.55630250076729,NA,36,NA,NA
1972,TM2D2,NA,1.66275783168157,NA,46,NA
1973,TM7SF2,1.8750612633917,NA,75,NA,NA
1974,TMBIM4,1.25527250510331,NA,18,NA,NA
1975,TMBIM6,2.76117581315573,3.21827285357145,577,1653,1076
1976,TMC2,NA,1,NA,10,NA
1977,TMED4,1.95424250943932,2.20139712432045,90,159,69
1978,TMEM106C,NA,1.93951925261862,NA,87,NA
1979,TMEM129,2.19865708695442,NA,158,NA,NA
1980,TMEM130,2.59328606702046,NA,392,NA,NA
1981,TMEM132A,2.61172330800734,2.41830129131975,409,262,147
1982,TMEM134,1.5910646070265,1.49136169383427,39,31,8
1983,TMEM143,NA,1,NA,10,NA
1984,TMEM145,2.12057393120585,NA,132,NA,NA
1985,TMEM147,NA,1.61278385671974,NA,41,NA
1986,TMEM160,2.40993312333129,NA,257,NA,NA
1987,TMEM175,2.22271647114758,1.88649072517248,167,77,90
1988,TMEM179_AL583722.4,0.778151250383644,NA,6,NA,NA
1989,TMEM18,NA,1.41497334797082,NA,26,NA
1990,TMEM183A,2.25285303097989,NA,179,NA,NA
1991,TMEM185A,NA,2.15836249209525,NA,144,NA
1992,TMEM191C,0.954242509439325,NA,9,NA,NA
1993,TMEM198,1.79934054945358,NA,63,NA,NA
1994,TMEM206,NA,1.85733249643127,NA,72,NA
1995,TMEM214,2.05690485133647,NA,114,NA,NA
1996,TMEM218,0.778151250383644,1.41497334797082,6,26,20
1997,TMEM219,2.2380461031288,1.85733249643127,173,72,101
1998,TMEM220-AS1,0.778151250383644,NA,6,NA,NA
1999,TMEM241,1.43136376415899,1.32221929473392,27,21,6
2000,TMEM25,NA,2.0899051114394,NA,123,NA
2001,TMEM250,2.26717172840301,NA,185,NA,NA
2002,TMEM258,1.81954393554187,NA,66,NA,NA
2003,TMEM259,2.6954816764902,2.69722934275972,496,498,1.99999999999983
2004,TMEM268,1.25527250510331,NA,18,NA,NA
2005,TMEM43,NA,2.52374646681156,NA,334,NA
2006,TMEM62,NA,1.66275783168157,NA,46,NA
2007,TMEM63B,NA,1.66275783168157,NA,46,NA
2008,TMEM8B,2.14612803567824,NA,140,NA,NA
2009,TMSB10,NA,2.36361197989214,NA,231,NA
2010,TMSB15A,NA,1.82607480270083,NA,67,NA
2011,TMTC4,1.47712125471966,NA,30,NA,NA
2012,TMX1,NA,2.27875360095283,NA,190,NA
2013,TMX2,NA,2.30102999566398,NA,200,NA
2014,TNFRSF6B,1.75587485567249,NA,57,NA,NA
2015,TNFSF13,1.5910646070265,NA,39,NA,NA
2016,TNK2,1.90848501887865,NA,81,NA,NA
2017,TNNT2,0.954242509439325,NA,9,NA,NA
2018,TNRC18,NA,1.61278385671974,NA,41,NA
2019,TOM1,2.35024801833416,NA,224,NA,NA
2020,TOP2B,NA,2.0899051114394,NA,123,NA
2021,TOP3B,1.47712125471966,NA,30,NA,NA
2022,TOR2A,1.55630250076729,NA,36,NA,NA
2023,TOR3A,NA,2.10720996964787,NA,128,NA
2024,TP53I13,1.51851393987789,NA,33,NA,NA
2025,TPD52,1.68124123737559,NA,48,NA,NA
2026,TPI1,3.38987455839099,1.61278385671974,2454,41,2413
2027,TPM1,2.37291200297011,NA,236,NA,NA
2028,TPM3,NA,2.96331551138611,NA,919,NA
2029,TPM4,2.42975228000241,2.82412583391655,269,667,398
2030,TPPP,2.37291200297011,NA,236,NA,NA
2031,TRABD,1.79934054945358,1.93951925261862,63,87,24
2032,TRAF4,NA,1.61278385671974,NA,41,NA
2033,TRAFD1,NA,2.47421626407626,NA,298,NA
2034,TRAPPC3,NA,2.17318626841227,NA,149,NA
2035,TRAPPC8,NA,1.32221929473392,NA,21,NA
2036,TRIM16L,NA,1.79239168949825,NA,62,NA
2037,TRIM28,2.35024801833416,2.01283722470517,224,103,121
2038,TRIM3,2.25285303097989,2.0899051114394,179,123,56
2039,TRIM74_STAG3L3,NA,1.17609125905568,NA,15,NA
2040,TRIOBP,NA,1,NA,10,NA
2041,TRIP12,NA,1,NA,10,NA
2042,TRIP13,0.778151250383644,1.85733249643127,6,72,66
2043,TRMT1,2.0899051114394,2.12385164096709,123,133,9.99999999999997
2044,TRMT13,NA,1.61278385671974,NA,41,NA
2045,TRMT2A,1.68124123737559,1.55630250076729,48,36,12
2046,TRMT61A,1.51851393987789,NA,33,NA,NA
2047,TRMU,1.55630250076729,1.82607480270083,36,67,31
2048,TRNAU1AP,NA,1.32221929473392,NA,21,NA
2049,TRNT1,NA,1.82607480270083,NA,67,NA
2050,TRNT1_AC024060.1,NA,1,NA,10,NA
2051,TRO,2.39967372148104,3.03462845662532,251,1083,832
2052,TRPC4AP,NA,2.45024910831936,NA,282,NA
2053,TSC2,NA,2.01283722470517,NA,103,NA
2054,TSC22D4,2.57287160220048,NA,374,NA,NA
2055,TSEN2,NA,1.61278385671974,NA,41,NA
2056,TSEN34,0.778151250383644,NA,6,NA,NA
2057,TSEN54,1.25527250510331,2.03342375548695,18,108,90
2058,TSPAN17,1.81954393554187,1.93951925261862,66,87,21
2059,TSPAN31,NA,1.99122607569249,NA,98,NA
2060,TSPAN7,NA,2.72345567203519,NA,529,NA
2061,TSPO,NA,1.55630250076729,NA,36,NA
2062,TSPOAP1-AS1,1.07918124604762,NA,12,NA,NA
2063,TSPYL2,3.10585067438514,2.15836249209525,1276,144,1132
2064,TSSC4,NA,1.93951925261862,NA,87,NA
2065,TSTA3,1.89209460269048,1.61278385671974,78,41,37
2066,TSTD2,NA,2.12385164096709,NA,133,NA
2067,TTC1,2.39445168082622,NA,248,NA,NA
2068,TTC14,NA,1.96378782734556,NA,92,NA
2069,TTC31,NA,1.32221929473392,NA,21,NA
2070,TTC37,1.43136376415899,2.07188200730613,27,118,91
2071,TTC9B,2.35602585719312,1.66275783168157,227,46,181
2072,TTLL3,1.07918124604762,NA,12,NA,NA
2073,TTLL7,2.05690485133647,1.88649072517248,114,77,37
2074,TTYH1,2.00860017176192,2.07188200730613,102,118,16
2075,TUBA1A,NA,2.54282542695918,NA,349,NA
2076,TUBA1C,1.17609125905568,2.17318626841227,15,149,134
2077,TUBB2A,1.07918124604762,3.47231754631684,12,2967,2955
2078,TUBB2B,NA,3.39880773020326,NA,2505,NA
2079,TUBE1,0.778151250383644,1.61278385671974,6,41,35
2080,TUBG2,2.73798732633343,1.7481880270062,547,56,491
2081,TUBGCP6,1.47712125471966,1.88649072517248,30,77,47
2082,TUFM,2.70586371228392,2.57978359661681,508,380,128
2083,TULP3,1.38021124171161,1.82607480270083,24,67,43
2084,TUSC2,NA,2.07188200730613,NA,118,NA
2085,TUT4,NA,1.79239168949825,NA,62,NA
2086,TXNRD1,1.70757017609794,2.30102999566398,51,200,149
2087,TYK2,1.17609125905568,NA,15,NA,NA
2088,U2AF1L4,1.32221929473392,NA,21,NA,NA
2089,U62317.2_NCAPH2,0.778151250383644,NA,6,NA,NA
2090,UBA3,1.92427928606188,2.72754125702856,84,534,450
2091,UBA5,1.38021124171161,NA,24,NA,NA
2092,UBA6,NA,1.99122607569249,NA,98,NA
2093,UBA6-AS1,NA,1.66275783168157,NA,46,NA
2094,UBAC1,2.18184358794477,NA,152,NA,NA
2095,UBC,3.69565675993619,NA,4962,NA,NA
2096,UBE2D2,NA,2.20139712432045,NA,159,NA
2097,UBE2E1,NA,1.66275783168157,NA,46,NA
2098,UBE2G2,NA,1.96378782734556,NA,92,NA
2099,UBE2N,1.32221929473392,1.82607480270083,21,67,46
2100,UBE2O,1.5910646070265,NA,39,NA,NA
2101,UBE3A,NA,2.40140054078154,NA,252,NA
2102,UBL4A,2.18184358794477,1.96378782734556,152,92,60
2103,UBL7,2.29446622616159,NA,197,NA,NA
2104,UBXN11,1.51851393987789,NA,33,NA,NA
2105,UBXN4,NA,2.26717172840301,NA,185,NA
2106,UCHL1,NA,2.56110138364906,NA,364,NA
2107,UCHL3,1.55630250076729,1.55630250076729,36,36,0
2108,UCK1,NA,2.33445375115093,NA,216,NA
2109,UFD1,NA,1.79239168949825,NA,62,NA
2110,UFM1,2.16435285578444,2.75966784468963,146,575,429
2111,ULK3,2.47129171105894,2.57978359661681,296,380,83.9999999999998
2112,UNC5A,2.30749603791321,NA,203,NA,NA
2113,UQCRC1,3.02938377768521,3.00043407747932,1070,1001,68.9999999999999
2114,UQCRC2,NA,2.10720996964787,NA,128,NA
2115,UROD,2.49276038902684,2.18752072083646,311,154,157
2116,UROS,2.15533603746506,NA,143,NA,NA
2117,USE1,NA,1.17609125905568,NA,15,NA
2118,USF2,1.96848294855394,NA,93,NA,NA
2119,USP11,2.81023251799508,2.88930170250631,646,775,129
2120,USP21,1.77815125038364,2.24303804868629,60,175,115
2121,USP30,NA,1.82607480270083,NA,67,NA
2122,USP39,1.79934054945358,2.03342375548695,63,108,45
2123,USP5,NA,2.39093510710338,NA,246,NA
2124,USP51,0.778151250383644,NA,6,NA,NA
2125,UTP6,NA,1.66275783168157,NA,46,NA
2126,VAMP2,2.57634135020579,2.17318626841227,377,149,228
2127,VAMP4,NA,1.55630250076729,NA,36,NA
2128,VARS,1.51851393987789,1,33,10,23
2129,VASH1,NA,1.55630250076729,NA,36,NA
2130,VASH2,NA,1.93951925261862,NA,87,NA
2131,VCAN,NA,1.66275783168157,NA,46,NA
2132,VCPKMT,NA,1,NA,10,NA
2133,VDAC2,NA,2.36361197989214,NA,231,NA
2134,VEGFA,2.05690485133647,1.66275783168157,114,46,68
2135,VEZT,1.68124123737559,1.55630250076729,48,36,12
2136,VGF,2.5327543789925,NA,341,NA,NA
2137,VIPAS39,NA,2.01283722470517,NA,103,NA
2138,VLDLR,NA,1.70757017609794,NA,51,NA
2139,VPS16,NA,1.85733249643127,NA,72,NA
2140,VPS26A,NA,2.87794695162919,NA,755,NA
2141,VPS26B,NA,2.41830129131975,NA,262,NA
2142,VPS28,2.05690485133647,2.07188200730613,114,118,4
2143,VPS37B,NA,2.55509444857832,NA,359,NA
2144,VPS39,NA,2.54282542695918,NA,349,NA
2145,VPS4A,2.76566855475901,NA,583,NA,NA
2146,VPS50,NA,1,NA,10,NA
2147,VPS8,1.17609125905568,1.55630250076729,15,36,21
2148,VSTM2B,2.31386722036915,NA,206,NA,NA
2149,VSTM5,1.32221929473392,NA,21,NA,NA
2150,VWA5B2,1.90848501887865,NA,81,NA,NA
2151,WAPL,1.43136376415899,1.91381385238372,27,82,55
2152,WASF1,2.98989456371877,3.24699069924155,977,1766,789
2153,WASF2,1.51851393987789,NA,33,NA,NA
2154,WASH2P,NA,1,NA,10,NA
2155,WASH7P,1.65321251377534,1.66275783168157,45,46,0.999999999999993
2156,WASH9P,NA,2.39093510710338,NA,246,NA
2157,WBP2,3.26292546933183,2.69722934275972,1832,498,1334
2158,WDR13,NA,2.27875360095283,NA,190,NA
2159,WDR18,1.5910646070265,2.45788189673399,39,287,248
2160,WDR34,NA,2.17318626841227,NA,149,NA
2161,WDR45,1.96848294855394,1.7481880270062,93,56,37
2162,WDR54,NA,1.66275783168157,NA,46,NA
2163,WDR55,NA,1.82607480270083,NA,67,NA
2164,WDR6,NA,2.52374646681156,NA,334,NA
2165,WDR60,NA,1,NA,10,NA
2166,WDR61,1.75587485567249,NA,57,NA,NA
2167,WDR73,1.07918124604762,NA,12,NA,NA
2168,WDR74,1.43136376415899,NA,27,NA,NA
2169,WDR89,1.07918124604762,1.17609125905568,12,15,3
2170,WDTC1,1.07918124604762,1.88649072517248,12,77,65
2171,WIF1,1.70757017609794,NA,51,NA,NA
2172,WNK2,1.55630250076729,NA,36,NA,NA
2173,WNT10B,1.6232492903979,NA,42,NA,NA
2174,WRB,NA,1.55630250076729,NA,36,NA
2175,WSB1,NA,2.5092025223311,NA,323,NA
2176,WSCD1,NA,1.41497334797082,NA,26,NA
2177,WTAP,1.81954393554187,2.20139712432045,66,159,92.9999999999999
2178,XAB2,2.00860017176192,2.24303804868629,102,175,73
2179,XIST,1.5910646070265,NA,39,NA,NA
2180,XPO7,NA,1.93951925261862,NA,87,NA
2181,XPOT,NA,2.12385164096709,NA,133,NA
2182,XRCC5,NA,2.9532763366673,NA,898,NA
2183,YARS,2.57287160220048,2.38201704257487,374,241,133
2184,YBX1,NA,3.61510798744319,NA,4122,NA
2185,YDJC,1.75587485567249,1.49136169383427,57,31,26
2186,YIF1B,1.98227123303957,2.14301480025409,96,139,43
2187,YME1L1,1.25527250510331,NA,18,NA,NA
2188,YPEL3,2.54032947479087,NA,347,NA,NA
2189,YTHDC1,NA,1,NA,10,NA
2190,YTHDF1,1.81954393554187,NA,66,NA,NA
2191,YWHAB,NA,1.7481880270062,NA,56,NA
2192,YWHAQ,NA,3.4451369687133,NA,2787,NA
2193,YY1AP1,2.13033376849501,2.56110138364906,135,364,229
2194,ZBTB17,1.38021124171161,2.10720996964787,24,128,104
2195,ZBTB47,1.07918124604762,NA,12,NA,NA
2196,ZC2HC1A,NA,2.69722934275972,NA,498,NA
2197,ZC3H15,NA,2.15836249209525,NA,144,NA
2198,ZC3H3,NA,2.14301480025409,NA,139,NA
2199,ZDHHC4,NA,1.70757017609794,NA,51,NA
2200,ZDHHC5,NA,1.66275783168157,NA,46,NA
2201,ZDHHC6,NA,2.2148438480477,NA,164,NA
2202,ZDHHC7,NA,1.61278385671974,NA,41,NA
2203,ZEB2,NA,2.70156798505593,NA,503,NA
2204,ZFAND2B,1.98227123303957,1.70757017609794,96,51,45
2205,ZFP14,NA,1.32221929473392,NA,21,NA
2206,ZFP62,NA,1.61278385671974,NA,41,NA
2207,ZFPL1,NA,1.93951925261862,NA,87,NA
2208,ZFYVE19,1.6232492903979,NA,42,NA,NA
2209,ZFYVE21,2.38381536598043,NA,242,NA,NA
2210,ZMIZ2,1.75587485567249,1.49136169383427,57,31,26
2211,ZMYM2,NA,1.66275783168157,NA,46,NA
2212,ZMYM5,NA,1.41497334797082,NA,26,NA
2213,ZNF131,1.47712125471966,2.26717172840301,30,185,155
2214,ZNF142,0.778151250383644,NA,6,NA,NA
2215,ZNF148,1.89209460269048,1.55630250076729,78,36,42
2216,ZNF18,NA,1.61278385671974,NA,41,NA
2217,ZNF213,NA,1.61278385671974,NA,41,NA
2218,ZNF23,NA,1,NA,10,NA
2219,ZNF232,1.25527250510331,1.66275783168157,18,46,28
2220,ZNF248,NA,1.96378782734556,NA,92,NA
2221,ZNF251,0.778151250383644,1.32221929473392,6,21,15
2222,ZNF266,1.07918124604762,1,12,10,2
2223,ZNF274,1.25527250510331,1.7481880270062,18,56,38
2224,ZNF292,NA,1.32221929473392,NA,21,NA
2225,ZNF3,NA,1.96378782734556,NA,92,NA
2226,ZNF300,NA,2.52374646681156,NA,334,NA
2227,ZNF302,1.90848501887865,2.26717172840301,81,185,104
2228,ZNF317,NA,2.03342375548695,NA,108,NA
2229,ZNF32,1.81954393554187,1.79239168949825,66,62,4.00000000000001
2230,ZNF337,NA,1.70757017609794,NA,51,NA
2231,ZNF354C,NA,1.55630250076729,NA,36,NA
2232,ZNF358,1.89209460269048,NA,78,NA,NA
2233,ZNF384,NA,1.61278385671974,NA,41,NA
2234,ZNF426,1.17609125905568,1.85733249643127,15,72,57
2235,ZNF429,1.55630250076729,NA,36,NA,NA
2236,ZNF441,0.778151250383644,NA,6,NA,NA
2237,ZNF446,1.07918124604762,1.66275783168157,12,46,34
2238,ZNF488,1.81954393554187,NA,66,NA,NA
2239,ZNF506,NA,1.61278385671974,NA,41,NA
2240,ZNF512,2.17318626841227,2.47421626407626,149,298,149
2241,ZNF513,1.68124123737559,NA,48,NA,NA
2242,ZNF598,1.51851393987789,NA,33,NA,NA
2243,ZNF611,NA,1.49136169383427,NA,31,NA
2244,ZNF622,NA,2.3541084391474,NA,226,NA
2245,ZNF644,NA,1.49136169383427,NA,31,NA
2246,ZNF653,1.77815125038364,1.61278385671974,60,41,19
2247,ZNF692,2.10037054511756,2.66464197555613,126,462,336
2248,ZNF706,NA,2.53655844257153,NA,344,NA
2249,ZNF711,NA,2.75204844781944,NA,565,NA
2250,ZNF738,NA,1.55630250076729,NA,36,NA
2251,ZNF74,NA,1.85733249643127,NA,72,NA
2252,ZNF76,NA,1.85733249643127,NA,72,NA
2253,ZNF767P,0.954242509439325,1.66275783168157,9,46,37
2254,ZNF778,NA,1,NA,10,NA
2255,ZNF836,NA,1,NA,10,NA
2256,ZNF84,NA,1.96378782734556,NA,92,NA
2257,ZNHIT6,1.43136376415899,NA,27,NA,NA
2258,ZNRD2,0.954242509439325,NA,9,NA,NA
2259,ZNRD2_FAM89B,1.95424250943932,NA,90,NA,NA
2260,ZRANB2,2.30749603791321,2.69722934275972,203,498,295
2261,ZRSR2,1.25527250510331,NA,18,NA,NA
2262,ZSCAN16,NA,1.66275783168157,NA,46,NA
2263,ZSCAN21,1.43136376415899,1.91381385238372,27,82,55
2264,ZSCAN26,NA,1.85733249643127,NA,72,NA
2265,ZSCAN31,1.17609125905568,NA,15,NA,NA
2266,ZSWIM8,0.778151250383644,1.49136169383427,6,31,25
2267,ZWINT,NA,1.85733249643127,NA,72,NA
2268,ZYX,2.50514997831991,2.56110138364906,320,364,44.0000000000001
