"","associated_gene","Human (Adult)_Detected_LogTPM_Isoseq","Human (Adult)","Human (Fetal)_Detected_LogTPM_Isoseq","Human (Fetal)"
"328","ACSS1",1.89049543819544,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"329","ACSS2",1.51691477538285,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"330","ACTA2",NA,NA,1.01141651999805,"Human (Fetal)"
"331","ACTA2_AL157394.2",0.952643344944283,"Human (Adult)",NA,NA
"332","ACTB",4.20549637592418,"Human (Adult)",4.28499646567426,"Human (Fetal)"
"333","ACTG1",3.42491209686953,"Human (Adult)",3.58775787020385,"Human (Fetal)"
"334","ACTL6A",NA,NA,1.96565902943738,"Human (Fetal)"
"335","ACTL6B",2.0195901345749,"Human (Adult)",2.46626138000656,"Human (Fetal)"
"336","ACTN1",1.99403603010251,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"337","ACTN2",1.75427569117745,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"338","ACTR10",2.21588477971886,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"339","ACTR1A",2.66021352104222,"Human (Adult)",2.73157582340401,"Human (Fetal)"
"340","ACTR1B",2.38400710910327,"Human (Adult)",2.24186544137633,"Human (Fetal)"
"341","ACTR2",2.04372381429162,"Human (Adult)",2.56771902076534,"Human (Fetal)"
"342","ACTR3",2.16571817025313,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"343","ACTR3B",2.3998013762865,"Human (Adult)",2.62420037671779,"Human (Fetal)"
"344","ACTR5",1.17449209456064,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"345","ACTR6",1.83724992624221,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"346","ACTR8",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"347","ACVR1",1.42976459966395,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"348","ACVR1B",NA,NA,1.48853777471772,"Human (Fetal)"
"349","ACVR1C",1.07758208155258,"Human (Adult)",NA,NA
"350","ACVR2A",NA,NA,1.31244651566203,"Human (Fetal)"
"351","ACVR2B",0.776552085888602,"Human (Adult)",NA,NA
"352","ACY1",0.952643344944283,"Human (Adult)",NA,NA
"353","ACYP1",1.17449209456064,"Human (Adult)",NA,NA
"354","ACYP2",1.93792008812358,"Human (Adult)",NA,NA
"355","AD001527.2_TBCB",2.61853689047872,"Human (Adult)",2.40058260436259,"Human (Fetal)"
"356","ADA",1.51691477538285,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"357","ADA2",0.952643344944283,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"358","ADAM10",1.47552209022462,"Human (Adult)",2.32317038105381,"Human (Fetal)"
"359","ADAM11",1.79774138495854,"Human (Adult)",NA,NA
"360","ADAM15",1.58946544253146,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"361","ADAM17",NA,NA,1.18750777905373,"Human (Fetal)"
"362","ADAM23",0.952643344944283,"Human (Adult)",NA,NA
"363","ADAM33",0.776552085888602,"Human (Adult)",NA,NA
"364","ADAM9",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"365","ADAMTS10",0.776552085888602,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"366","ADAMTS13",NA,NA,1.01141651999805,"Human (Fetal)"
"367","ADAMTS4",0.952643344944283,"Human (Adult)",NA,NA
"368","ADAMTS5",NA,NA,1.01141651999805,"Human (Fetal)"
"369","ADAMTS7",NA,NA,1.48853777471772,"Human (Fetal)"
"370","ADAMTS8",1.70597101160289,"Human (Adult)",NA,NA
"371","ADAMTSL2",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"372","ADAMTSL3",NA,NA,1.01141651999805,"Human (Fetal)"
"373","ADAP1",1.55470333627225,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"374","ADAR",1.47552209022462,"Human (Adult)",2.35383920082026,"Human (Fetal)"
"375","ADARB1",0.776552085888602,"Human (Adult)",NA,NA
"376","ADARB2",0.776552085888602,"Human (Adult)",NA,NA
"377","ADAT1",1.42976459966395,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"378","ADAT2",NA,NA,1.18750777905373,"Human (Fetal)"
"379","ADAT3",NA,NA,1.31244651566203,"Human (Fetal)"
"380","ADCK1",1.42976459966395,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"381","ADCK2",1.95264334494428,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"382","ADCK5",1.6516133492803,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"383","ADCY2",1.90688585438361,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"384","ADCY3",1.79774138495854,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"385","ADCY5",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"386","ADCY8",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"387","ADCYAP1",1.62165012590286,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"388","ADCYAP1R1",NA,NA,1.18750777905373,"Human (Fetal)"
"389","ADD1",2.74736369676112,"Human (Adult)",2.80029163577347,"Human (Fetal)"
"390","ADD2",1.32062013023888,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"391","ADD3",2.3676166929151,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"392","ADGRA1",1.25367334060826,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"393","ADGRA1-AS1",0.952643344944283,"Human (Adult)",NA,NA
"394","ADGRA3",NA,NA,1.01141651999805,"Human (Fetal)"
"395","ADGRB1",2.12873460399996,"Human (Adult)",NA,NA
"396","ADGRB2",1.70597101160289,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"397","ADGRB3",1.25367334060826,"Human (Adult)",2.12535987230489,"Human (Fetal)"
"398","ADGRD1",0.776552085888602,"Human (Adult)",NA,NA
"399","ADGRE5",0.776552085888602,"Human (Adult)",NA,NA
"400","ADGRG1",1.62165012590286,"Human (Adult)",2.22890046421196,"Human (Fetal)"
"401","ADGRL1",1.17449209456064,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"402","ADGRL2",NA,NA,1.01141651999805,"Human (Fetal)"
"403","ADGRL3",1.32062013023888,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"404","ADGRL4",NA,NA,1.01141651999805,"Human (Fetal)"
"405","ADGRV1",1.17449209456064,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"406","ADH5",1.55470333627225,"Human (Adult)",2.12535987230489,"Human (Fetal)"
"407","ADHFE1",1.42976459966395,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"408","ADI1",1.62165012590286,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"409","ADIPOR1",2.50490586790983,"Human (Adult)",2.45074921382832,"Human (Fetal)"
"410","ADIPOR2",NA,NA,1.48853777471772,"Human (Fetal)"
"411","ADIRF",2.07758208155258,"Human (Adult)",NA,NA
"412","ADK",1.37861207721656,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"413","ADM",1.55470333627225,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"414","ADNP",NA,NA,1.01141651999805,"Human (Fetal)"
"415","ADNP2",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"416","ADORA1",2.23895008378756,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"417","ADORA2A",NA,NA,1.82432987664091,"Human (Fetal)"
"418","ADORA2B",0.776552085888602,"Human (Adult)",NA,NA
"419","ADPGK",1.37861207721656,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"420","ADPRHL1",0.776552085888602,"Human (Adult)",NA,NA
"421","ADPRHL1_DCUN1D2",1.07758208155258,"Human (Adult)",NA,NA
"422","ADPRHL2",2.05530568684143,"Human (Adult)",NA,NA
"423","ADPRHL2_TEKT2",NA,NA,1.61347651132602,"Human (Fetal)"
"424","ADPRM",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"425","ADRA1B",0.776552085888602,"Human (Adult)",NA,NA
"426","ADRM1",2.42000476237479,"Human (Adult)",2.26668902510136,"Human (Fetal)"
"427","ADSL",1.17449209456064,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"428","ADSS",1.79774138495854,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"429","ADSSL1",1.17449209456064,"Human (Adult)",NA,NA
"430","AEBP1",1.37861207721656,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"431","AEBP2",0.776552085888602,"Human (Adult)",NA,NA
"432","AEN",1.25367334060826,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"433","AFAP1",NA,NA,1.18750777905373,"Human (Fetal)"
"434","AFAP1L1",NA,NA,1.01141651999805,"Human (Fetal)"
"435","AFAP1L2",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"436","AFDN",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"437","AFDN-DT",NA,NA,1.18750777905373,"Human (Fetal)"
"438","AFF3",NA,NA,1.01141651999805,"Human (Fetal)"
"439","AFF4",0.776552085888602,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"440","AFG3L1P",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"441","AFG3L2",2.04372381429162,"Human (Adult)",1.9891401252869,"Human (Fetal)"
"442","AFMID",1.47552209022462,"Human (Adult)",NA,NA
"443","AFTPH",1.79774138495854,"Human (Adult)",2.21553650265398,"Human (Fetal)"
"444","AGA",0.776552085888602,"Human (Adult)",NA,NA
"445","AGAP1",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"446","AGAP13P",0.776552085888602,"Human (Adult)",NA,NA
"447","AGAP2",1.37861207721656,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"448","AGAP2-AS1",NA,NA,1.48853777471772,"Human (Fetal)"
"449","AGAP3",2.10899054580421,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"450","AGAP4",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"451","AGAP5",0.776552085888602,"Human (Adult)",NA,NA
"452","AGAP6",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"453","AGAP9",NA,NA,1.18750777905373,"Human (Fetal)"
"454","AGBL5",1.62165012590286,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"455","AGFG1",1.51691477538285,"Human (Adult)",NA,NA
"456","AGFG2",1.55470333627225,"Human (Adult)",NA,NA
"457","AGGF1",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"458","AGK",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"459","AGL",0.776552085888602,"Human (Adult)",NA,NA
"460","AGMAT",0.776552085888602,"Human (Adult)",NA,NA
"461","AGO2",0.776552085888602,"Human (Adult)",NA,NA
"462","AGPAT1",0.776552085888602,"Human (Adult)",NA,NA
"463","AGPAT2",1.73079459532793,"Human (Adult)",NA,NA
"464","AGPAT3",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"465","AGPAT4",1.75427569117745,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"466","AGPAT5",1.47552209022462,"Human (Adult)",NA,NA
"467","AGPS",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"468","AGRN",1.25367334060826,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"469","AGT",2.41504134284324,"Human (Adult)",NA,NA
"470","AGTPBP1",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"471","AGTRAP",1.07758208155258,"Human (Adult)",NA,NA
"472","AHCTF1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"473","AHCY",2.0195901345749,"Human (Adult)",2.12535987230489,"Human (Fetal)"
"474","AHCYL1",2.29506602576649,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"475","AHCYL2",1.55470333627225,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"476","AHDC1",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"477","AHI1",1.98067206854453,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"478","AHSA1",2.15676332760021,"Human (Adult)",2.01141651999805,"Human (Fetal)"
"479","AHSA2P",1.17449209456064,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"480","AIDA",0.952643344944283,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"481","AIF1L",2.72594209253351,"Human (Adult)",2.34385497991366,"Human (Fetal)"
"482","AIFM1",1.51691477538285,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"483","AIFM3",2.20791585004759,"Human (Adult)",NA,NA
"484","AIG1",1.6516133492803,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"485","AIMP1",0.776552085888602,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"486","AIMP2",1.37861207721656,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"487","AIP",2.11897476671081,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"488","AJ009632.2",0.776552085888602,"Human (Adult)",NA,NA
"489","AJAP1",0.776552085888602,"Human (Adult)",NA,NA
"490","AJUBA",NA,NA,1.18750777905373,"Human (Fetal)"
"491","AK1",1.55470333627225,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"492","AK2",1.07758208155258,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"493","AK3",1.58946544253146,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"494","AK4",1.17449209456064,"Human (Adult)",NA,NA
"495","AK5",2.89876796416143,"Human (Adult)",1.6646290337734,"Human (Fetal)"
"496","AK6",NA,NA,1.31244651566203,"Human (Fetal)"
"497","AK9",1.07758208155258,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"498","AKAIN1",NA,NA,1.31244651566203,"Human (Fetal)"
"499","AKAP1",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"500","AKAP10",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"501","AKAP11",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"502","AKAP12",1.55470333627225,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"503","AKAP13",1.07758208155258,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"504","AKAP17A",2.08830594694436,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"505","AKAP5",NA,NA,1.01141651999805,"Human (Fetal)"
"506","AKAP6",1.51691477538285,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"507","AKAP7",1.51691477538285,"Human (Adult)",2.80029163577347,"Human (Fetal)"
"508","AKAP8",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"509","AKAP8L",2.50490586790983,"Human (Adult)",2.77857238608023,"Human (Fetal)"
"510","AKAP9",1.79774138495854,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"511","AKIP1",1.62165012590286,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"512","AKIRIN1",1.55470333627225,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"513","AKIRIN2",2.19979795982541,"Human (Adult)",2.54923561507133,"Human (Fetal)"
"514","AKNA",1.07758208155258,"Human (Adult)",NA,NA
"515","AKR1A1",1.99403603010251,"Human (Adult)",2.09059776604568,"Human (Fetal)"
"516","AKR1B1",2.40494101593891,"Human (Adult)",2.5364613270349,"Human (Fetal)"
"517","AKR1C1",NA,NA,1.01141651999805,"Human (Fetal)"
"518","AKR1C2",NA,NA,1.7895677703817,"Human (Fetal)"
"519","AKR1C3",1.70597101160289,"Human (Adult)",NA,NA
"520","AKR7A2",1.73079459532793,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"521","AKT1",1.93792008812358,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"522","AKT1S1",2.04372381429162,"Human (Adult)",1.7517792094923,"Human (Fetal)"
"523","AKT2",1.32062013023888,"Human (Adult)",1.94083544571235,"Human (Fetal)"
"524","AKT3",0.776552085888602,"Human (Adult)",NA,NA
"525","AKTIP",1.51691477538285,"Human (Adult)",1.61347651132602,"Human (Fetal)"
"526","AL020994.2",NA,NA,1.18750777905373,"Human (Fetal)"
"527","AL021395.1",1.42976459966395,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"528","AL022328.4",NA,NA,1.01141651999805,"Human (Fetal)"
"529","AL022345.4",0.776552085888602,"Human (Adult)",NA,NA
"530","AL031056.1",1.37861207721656,"Human (Adult)",NA,NA
"531","AL031985.3_ZFP69B",NA,NA,1.31244651566203,"Human (Fetal)"
"532","AL035530.2",0.776552085888602,"Human (Adult)",NA,NA
"533","AL049834.1",1.47552209022462,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"534","AL078621.4",0.952643344944283,"Human (Adult)",NA,NA
"535","AL096711.2",0.952643344944283,"Human (Adult)",NA,NA
"536","AL096870.1",1.87346209889666,"Human (Adult)",2.41795670043201,"Human (Fetal)"
"537","AL109809.5",0.952643344944283,"Human (Adult)",NA,NA
"538","AL109917.1",0.952643344944283,"Human (Adult)",NA,NA
"539","AL109918.1",1.07758208155258,"Human (Adult)",1.55548456434833,"Human (Fetal)"
"540","AL109946.1",0.776552085888602,"Human (Adult)",NA,NA
"541","AL117329.1",0.776552085888602,"Human (Adult)",NA,NA
"542","AL117348.2",0.776552085888602,"Human (Adult)",NA,NA
"543","AL121820.2",0.952643344944283,"Human (Adult)",NA,NA
"544","AL121845.3",1.07758208155258,"Human (Adult)",NA,NA
"545","AL121895.1",0.776552085888602,"Human (Adult)",NA,NA
"546","AL133352.1",NA,NA,1.01141651999805,"Human (Fetal)"
"547","AL135905.2",1.07758208155258,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"548","AL136366.1",1.17449209456064,"Human (Adult)",NA,NA
"549","AL136419.1",1.51691477538285,"Human (Adult)",NA,NA
"550","AL136981.3",0.776552085888602,"Human (Adult)",NA,NA
"551","AL157871.6_SLC25A29",1.32062013023888,"Human (Adult)",NA,NA
"552","AL157935.2",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"553","AL162231.1",1.58946544253146,"Human (Adult)",NA,NA
"554","AL162231.4",NA,NA,1.01141651999805,"Human (Fetal)"
"555","AL353151.2",0.776552085888602,"Human (Adult)",NA,NA
"556","AL353608.3",0.776552085888602,"Human (Adult)",NA,NA
"557","AL353763.2_FRG1HP",NA,NA,1.01141651999805,"Human (Fetal)"
"558","AL353813.1_TLE4",NA,NA,1.31244651566203,"Human (Fetal)"
"559","AL355312.6",0.776552085888602,"Human (Adult)",NA,NA
"560","AL356379.2",0.776552085888602,"Human (Adult)",NA,NA
"561","AL356534.1",NA,NA,1.31244651566203,"Human (Fetal)"
"562","AL356599.1",1.07758208155258,"Human (Adult)",NA,NA
"563","AL357093.2",NA,NA,1.01141651999805,"Human (Fetal)"
"564","AL358473.1",NA,NA,1.01141651999805,"Human (Fetal)"
"565","AL359091.3_URM1",0.952643344944283,"Human (Adult)",NA,NA
"566","AL359764.2",0.776552085888602,"Human (Adult)",NA,NA
"567","AL365181.4",0.776552085888602,"Human (Adult)",NA,NA
"568","AL390198.1",NA,NA,1.31244651566203,"Human (Fetal)"
"569","AL390719.1",0.776552085888602,"Human (Adult)",NA,NA
"570","AL390726.4",1.25367334060826,"Human (Adult)",NA,NA
"571","AL391645.1",0.776552085888602,"Human (Adult)",NA,NA
"572","AL391807.1",1.58946544253146,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"573","AL445493.3",0.776552085888602,"Human (Adult)",NA,NA
"574","AL450384.2",NA,NA,1.18750777905373,"Human (Fetal)"
"575","AL512590.3",NA,NA,1.48853777471772,"Human (Fetal)"
"576","AL583827.1",0.776552085888602,"Human (Adult)",NA,NA
"577","AL589740.1",NA,NA,1.61347651132602,"Human (Fetal)"
"578","AL590399.1",0.776552085888602,"Human (Adult)",NA,NA
"579","AL590560.1",1.32062013023888,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"580","AL590617.2",1.17449209456064,"Human (Adult)",NA,NA
"581","AL591684.2",NA,NA,1.01141651999805,"Human (Fetal)"
"582","AL596087.2",0.776552085888602,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"583","AL603910.1_EEF1A1",NA,NA,1.18750777905373,"Human (Fetal)"
"584","AL732437.3",0.776552085888602,"Human (Adult)",NA,NA
"585","AL772307.1",1.25367334060826,"Human (Adult)",NA,NA
"586","ALAD",2.23895008378756,"Human (Adult)",1.91450650699,"Human (Fetal)"
"587","ALAS1",2.29506602576649,"Human (Adult)",2.40935652867009,"Human (Fetal)"
"588","ALAS2",NA,NA,1.31244651566203,"Human (Fetal)"
"589","ALCAM",1.79774138495854,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"590","ALDH16A1",0.776552085888602,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"591","ALDH18A1",1.55470333627225,"Human (Adult)",2.07211436035166,"Human (Fetal)"
"592","ALDH1A1",2.09877138062252,"Human (Adult)",NA,NA
"593","ALDH1A3",0.776552085888602,"Human (Adult)",NA,NA
"594","ALDH1B1",1.55470333627225,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"595","ALDH1L1",1.96688378405889,"Human (Adult)",NA,NA
"596","ALDH1L1-AS2",1.42976459966395,"Human (Adult)",NA,NA
"597","ALDH2",2.9020333515892,"Human (Adult)",2.40058260436259,"Human (Fetal)"
"598","ALDH3A2",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"599","ALDH4A1",2.0195901345749,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"600","ALDH5A1",1.47552209022462,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"601","ALDH6A1",1.07758208155258,"Human (Adult)",NA,NA
"602","ALDH7A1",1.07758208155258,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"603","ALDH9A1",1.79774138495854,"Human (Adult)",2.17278452223303,"Human (Fetal)"
"604","ALDOA",3.48412226198654,"Human (Adult)",2.7859334857266,"Human (Fetal)"
"605","ALDOC",3.21350941655805,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"606","ALG1",1.37861207721656,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"607","ALG11",1.32062013023888,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"608","ALG12",1.51691477538285,"Human (Adult)",1.82432987664091,"Human (Fetal)"
"609","ALG13",0.952643344944283,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"610","ALG14",0.776552085888602,"Human (Adult)",NA,NA
"611","ALG2",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"612","ALG5",1.37861207721656,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"613","ALG6",NA,NA,1.40935652867009,"Human (Fetal)"
"614","ALG8",0.952643344944283,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"615","ALG9",0.952643344944283,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"616","ALKBH1",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"617","ALKBH2",1.07758208155258,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"618","ALKBH3",1.25367334060826,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"619","ALKBH4",1.42976459966395,"Human (Adult)",1.40935652867009,"Human (Fetal)"
"620","ALKBH5",2.59937373119171,"Human (Adult)",2.40935652867009,"Human (Fetal)"
"621","ALKBH6",1.6516133492803,"Human (Adult)",NA,NA
"622","ALKBH7",0.776552085888602,"Human (Adult)",1.48853777471772,"Human (Fetal)"
"623","ALKBH8",0.952643344944283,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"624","ALMS1",0.776552085888602,"Human (Adult)",NA,NA
"625","ALOX12-AS1",0.776552085888602,"Human (Adult)",NA,NA
"626","ALPL",1.73079459532793,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"627","ALS2",1.17449209456064,"Human (Adult)",NA,NA
"628","ALYREF",1.25367334060826,"Human (Adult)",NA,NA
"629","AMACR",0.776552085888602,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"630","AMBRA1",NA,NA,1.01141651999805,"Human (Fetal)"
"631","AMD1",1.6516133492803,"Human (Adult)",1.7895677703817,"Human (Fetal)"
"632","AMDHD2",1.37861207721656,"Human (Adult)",NA,NA
"633","AMER2",1.17449209456064,"Human (Adult)",NA,NA
"634","AMER3",NA,NA,1.55548456434833,"Human (Fetal)"
"635","AMFR",1.98067206854453,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"636","AMIGO1",1.42976459966395,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"637","AMIGO2",1.07758208155258,"Human (Adult)",NA,NA
"638","AMMECR1",NA,NA,1.55548456434833,"Human (Fetal)"
"639","AMN1",1.42976459966395,"Human (Adult)",1.71038652433407,"Human (Fetal)"
"640","AMOTL1",NA,NA,1.40935652867009,"Human (Fetal)"
"641","AMOTL2",1.25367334060826,"Human (Adult)",1.88647778338975,"Human (Fetal)"
"642","AMPD2",2.3946001826007,"Human (Adult)",2.18750777905373,"Human (Fetal)"
"643","AMPH",2.56894377538686,"Human (Adult)",1.91450650699,"Human (Fetal)"
"644","AMT",1.32062013023888,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"645","AMY2B",1.07758208155258,"Human (Adult)",NA,NA
"646","AMZ2",2.24637410186677,"Human (Adult)",2.45857455134027,"Human (Fetal)"
"647","AMZ2P1",1.92268012156684,"Human (Adult)",1.85651456001231,"Human (Fetal)"
"648","ANAPC1",1.07758208155258,"Human (Adult)",1.18750777905373,"Human (Fetal)"
"649","ANAPC10",0.776552085888602,"Human (Adult)",NA,NA
"650","ANAPC11",2.0195901345749,"Human (Adult)",1.31244651566203,"Human (Fetal)"
"651","ANAPC13",2.05530568684143,"Human (Adult)",2.03260581906799,"Human (Fetal)"
"652","ANAPC15",1.98067206854453,"Human (Adult)",1.01141651999805,"Human (Fetal)"
"653","ANAPC16",1.58946544253146,"Human (Adult)",1.31244651566203,"Human (Fetal)"
